,Inflected_Word,Lemma,Prediction
35440,অতিভোজী,অতিভোজী,অতিভোজী
35441,সোনাবান্ধা,সোনাবান্ধা,সোনাবান্ধা
35442,ডায়াল,ডায়াল,ডায়াল
35443,কেবিনগুলিতে,কেবিন,কেবিন
35444,আপোশ,আপোশ,আপোশ
35445,ইকোল,ইকোল,ইকোল
35446,নিবন্ধাবলি,নিবন্ধাবলি,নিবন্ধ
35447,শ্রিংলা,শ্রিংলা,শ্রিংলা
35448,রেপুব্,রেপুব,রেপুব্
35449,কুশিনগরে,কুশিনগর,কুশিনগর
35450,সুরজমল,সুরজমল,সুরজমল
35451,দূষণমূক্ত,দূষণমূক্ত,দূষণ
35452,বানায়োটি,বানায়োটি,বানায়োটি
35453,দুবানের,দুবান,দুবান
35454,লুণ্ঠিত,লুণ্ঠন,লুণ্ঠিত
35455,প্রেরিতদেরকে,প্রেরিতদের,প্রেরিত
35456,চিত্রকায়,চিত্র,চিত্রকা
35457,ক্রিয়েভের,ক্রিয়েভ,ক্রিয়েভ
35458,ভেসপাসিয়ানের,ভেসপাসিয়ান,ভেসপাসিয়ান
35459,ল্যম্বারগিনির,ল্যম্বারগিনি,ল্যম্বারগিনি
35460,পুনরুত্থানের,পুনরুত্থান,পুনরুত্থান
35461,পর্বতাহোরণের,পর্বতাহোরণ,পর্বতাহোরণ
35462,কারাবন্দী,কারাবন্দী,কারাবন্দী
35463,গ্লোবোভিশিওন,গ্লোবোভিশিওন,গ্লোবোভিশিওন
35464,যশবন্ত,যশবন্ত,যশবন্ত
35465,কোচিতে,কোচি,কোচি
35466,শুনানীর,শুনানী,শুনানী
35467,ছাকনি,ছাকন,ছাকনি
35468,টাঁকশাল,টাঁকশাল,টাঁকশাল
35469,হাভিয়ের,হাভিয়,হাভিয়ে
35470,অকুগাওয়াকে,অকুগাওয়া,অকুগাওয়া
35471,পর্যায়িকভাবে,পর্যায়িকভাবে,পর্যায়িক
35472,মানকে,মান,মান
35473,মনিভং,মনিভং,মনিভং
35474,মেজাজে,মেজাজ,মেজাজ
35475,বার্নিশি,বার্নিশি,বার্নিশি
35476,বিবিট,বিবি,বিবিট
35477,তার্কিস,তার্কিস,তার্কিস
35478,যথেচ্ছাচারী,যথেচ্ছাচারী,যথেচ্ছাচারী
35479,অবস্থাতে,অবস্থা,অবস্থা
35480,কর্তাব্যক্তিরা,কর্তাব্যক্তি,কর্তাব্যক্তি
35481,ভোজনাগার,ভোজনাগা,ভোজনাগার
35482,পেরুনোর,পেরুনো,পেরুনো
35483,চূর্ণবিচূর্ণ,চূর্ণ,চূর্ণবিচূর্ণ
35484,চেরুস্কান,চেরুস্কান,চেরুস্কান
35485,আনবেন,আনা,আনা
35486,লিবিয়াকে,লিবিয়া,লিবিয়া
35487,টোরেসের,টোরেস,টোরেস
35488,আমীরাতে,আমীরাত,আমীরা
35489,পানতি,পানতি,পানতি
35490,অবিছিন্নতা,অবিছিন্ন,অবিছিন্ন
35491,তাপাধিক্য,তাপাধিক্য,তাপাধিক্য
35492,সংক্রমণমুক্ত,সংক্রমণমুক্ত,সংক্রমণমুক্ত
35493,ক্রোড়পতি,ক্রোড়পতি,ক্রোড়পতি
35494,এন্টিম্যাটারের,এন্টিম্যাটার,এন্টিম্যাটার
35495,কাসেমিও,কাসেমি,কাসেমি
35496,এলিজাবেথ,এলিজাবেথ,এলিজাবেথ
35497,ফোনে,ফোন,ফোন
35498,নন্দনকানন,নন্দনকান,নন্দনকানন
35499,আগস্টে,আগস্ট,আগস্ট
35500,অন্তরঙ্গন,অন্তরঙ্গন,অন্তরঙ্গন
35501,ফেস্টের,ফেস্ট,ফেস্ট
35502,ফুতবলে,ফুতবল,ফুতবল
35503,সেসময়কার,সেসময়কার,সেসময়কার
35504,টপিকে,টপি,টপিক
35505,উচ্চপর্যায়ভুক্ত,উচ্চপর্যায়,উচ্চপর্যায়ভুক্ত
35506,পথেই,পথ,পথ
35507,ইটাখোলামুড়ার,ইটাখোলামুড়া,ইটাখোলামুড়া
35508,ক্ষুদ্রায়িত,ক্ষুদ্র,ক্ষুদ্র
35509,আনলোডের,আনলোড,আনলোড
35510,ধারাবাহিকভাবে,ধারাবাহিক,ক্রম
35511,এআইসিসিআরসি,এআইসিসিআরসি,এআইসিসিআরসি
35512,সোলেয়াস,সোলেয়াস,সোলেয়াস
35513,ছাগ,ছাগ,ছাগ
35514,বিজয়দশমির,বিজয়দশমি,বিজয়দশমি
35515,হালিমের,হালিম,হালিম
35516,উপজেলার,উপজেলা,উপজেলা
35517,এরকমই,এরকম,এরকম
35518,ল্যাম্বোরগিনিকে,ল্যাম্বোরগিনি,ল্যাম্বোরগিনি
35519,শাড়ি,শাড়ি,শাড়ি
35520,স্পর্শকের,স্পর্শক,স্পর্শক
35521,সঙ্গা,সঙ্গা,সঙ্গা
35522,পাদপৃষ্ঠ,পাদপৃষ্ঠ,পাদপৃষ্ঠ
35523,স্মৃতিকারদের,স্মৃতিকার,স্মৃতিকার
35524,মতুহরি,মতুহরি,মতুহরি
35525,জানাই,জানানো,জানা
35526,উপরিকাঠামো,উপরিকাঠামো,উপরিকাঠামো
35527,ওসেজের,ওসেজ,ওসেজ
35528,প্রস্তুতকারীর,প্রস্তুত,প্রস্তুতকারী
35529,কম্পিউটারগুলোর,কম্পিউটার,কম্পিউটার
35530,কামায়,কামা,কামানো
35531,ইমাদ,ইমাদ,ইমাদ
35532,ব্রানে,ব্রান,ব্রান
35533,বালিকে,বালি,বালি
35534,প্রেক্ষাপটে,প্রেক্ষাপট,প্রেক্ষাপট
35535,আতঙ্কিতভীতিবিহ্বল,আতঙ্কিতভীতিবিহ্বল,আতঙ্কভীতিবিহ্বল
35536,কৃষিভূমির,কৃষিভূমি,কৃষিভূমি
35537,ষোলজন,ষোলজন,ষোলজন
35538,ইলেক্ট্রন,ইলেক্ট্রন,ইলেক্ট্রন
35539,নাজেক,নাজেক,নাজেক
35540,জিবুতি,জিবুত,জিবুতি
35541,প্রবচনটিই,প্রবচন,প্রবচন
35542,বাঘলানি,বাঘলানি,বাঘলানি
35543,তুলপুলে,তুলপুল,তুলপুল
35544,বুষ্ণপতি,বুষ্ণপতি,বুষ্ণপতি
35545,শিখিয়েছেন,শেখা,শেখা
35546,দলানটি,দলান,দলান
35547,সাটো,সাটো,সাটো
35548,হয়রানি,হয়রান,হয়রানি
35549,ঋণসঙ্কট,ঋণসঙ্কট,ঋণসঙ্কট
35550,মারবেও,মারবে,মারা
35551,বিষয়াদিও,বিষয়াদি,বিষয়াদি
35552,সঙ্কোচন,সঙ্কোচন,সংকোচন
35553,রিখটার,রিখটার,রিখটার
35554,অসত,অসত,অসত
35555,ইয়ালিবোয়েলু,ইয়ালিবোয়েল,ইয়ালিবোয়েলু
35556,উড়িয়ে,উড়া,উড়া
35557,স্ট্রাটোকাস্টারস্ট্র্যাট,স্ট্রাটোকাস্টারস্ট্র্যাট,স্ট্রাটোকাস্টারস্ট্র্যাট
35558,ইমরান,ইমরান,ইমরান
