sentence_main,sentence_lemma
লজ্জত অদ্বয়বাদী,লজ্জা অদ্বয়
অদ্বয়বাদী কামনাও,অদ্বয় কামনা
কামনাও রাখালদের,কামনা রাখাল
রাখালদের টোকা,রাখাল টোকা
টোকা আস্তিনের,টোকা আস্তিন
আস্তিনের প্রফুল্লয়,আস্তিন প্রফুল্ল
প্রফুল্লয় কারসাজি,প্রফুল্ল কারসাজি
কারসাজি অসংখ্য,কারসাজি সংখ্যা
অসংখ্য কীটপতঙ্গসহ,সংখ্যা কীটপতঙ্গ
কীটপতঙ্গসহ আকর্ষণটা,কীটপতঙ্গ আকর্ষণ
আকর্ষণটা তামাশাকে,আকর্ষণ তামাশা
তামাশাকে দালান,তামাশা দালান
দালান সংখ্যালঘু,দালান সংখ্যালঘু
সংখ্যালঘু কবরস্থানগুলো,সংখ্যালঘু কবরস্থান
কবরস্থানগুলো অনুশীলনীমূলক,কবরস্থান অনুশীলনী
অনুশীলনীমূলক আখেরও,অনুশীলনী আখের
আখেরও কৃপণ,আখের কৃপণ
কৃপণ শেষই,কৃপণ শেষ
শেষই মার্জনা,শেষ মার্জনা
মার্জনা সহায়তায়,মার্জনা সহায়তা
সহায়তায় আহারের,সহায়তা আহার
আহারের বছর,আহার বছর
বছর আপাদমস্তক,বছর আপাদমস্তক
আপাদমস্তক মানচিত্রকে,আপাদমস্তক মানচিত্র
মানচিত্রকে লিখাক,মানচিত্র লেখা
লিখাক ধবল,লেখা ধবল
ধবল সর্বাপেক্ষা,ধবল সর্বঅপেক্ষা
সর্বাপেক্ষা টাকাতেই,সর্বঅপেক্ষা টাকা
টাকাতেই তুলাই,টাকা তুলা
তুলাই লিখিয়া,তুলা লেখা
লিখিয়া ঋণখেলাপের,লেখা ঋণ
ঋণখেলাপের যথাসাধ্য,ঋণ যথাসাধ্য
যথাসাধ্য অনামিকাদের,যথাসাধ্য অনামিকা
অনামিকাদের ময়লাতে,অনামিকা ময়লা
ময়লাতে কবিরাজই,ময়লা কবিরাজ
কবিরাজই দেখাচ্ছিলে,কবিরাজ দেখা
দেখাচ্ছিলে ইঞ্জিনকে,দেখা ইঞ্জিন
ইঞ্জিনকে তুষার,ইঞ্জিন তুষার
তুষার রাজনীতিরই,তুষার রাজনীতি
রাজনীতিরই বুথে,রাজনীতি বুথ
বুথে অগ্রগামীরা,বুথ অগ্রগমন
অগ্রগামীরা যন্ত্রীদের,অগ্রগমন যন্ত্রী
যন্ত্রীদের যন্ত্রবিদ,যন্ত্রী যন্ত্র
যন্ত্রবিদ দাবীকে,যন্ত্র দাবী
দাবীকে পরিস্থিতিতে,দাবী পরিস্থিতি
পরিস্থিতিতে হাততোলা,পরিস্থিতি হাততোলা
হাততোলা দুইসের,হাততোলা দুইসের
দুইসের চওড়াতে,দুইসের চওড়া
চওড়াতে কলমেই,চওড়া কলম
কলমেই স্ত্রীলোক,কলম স্ত্রীলোক
স্ত্রীলোক মতান্তর,স্ত্রীলোক মতান্তর
মতান্তর ট্রলারটি,মতান্তর ট্রলার
ট্রলারটি অন্তঃপুরের,ট্রলার অন্তঃপুর
অন্তঃপুরের অঙ্গ,অন্তঃপুর অঙ্গ
অঙ্গ অনুমিত,অঙ্গ অনুমিত
অনুমিত ফুসফুসটা,অনুমিত ফুসফুস
ফুসফুসটা বিভাগ,ফুসফুস বিভাগ
বিভাগ বাবাকে,বিভাগ বাবা
বাবাকে কলঙ্কও,বাবা কলঙ্ক
কলঙ্কও কোটেশনমার্কা,কলঙ্ক কোটেশনমার্কা
কোটেশনমার্কা পূর্বেই,কোটেশনমার্কা পূর্ববল
পূর্বেই চাকরকে,পূর্ববল চাকর
চাকরকে ঈদ,চাকর ঈদ
ঈদ সাজাবে,ঈদ সাজানো
সাজাবে অনুন্নত,সাজানো অনুন্নত
অনুন্নত দাগটি,অনুন্নত দাগ
দাগটি গম্ভীরই,দাগ গম্ভীর
গম্ভীরই অভ্যন্তরীণবিষয়ক,গম্ভীর অভ্যন্তর
অভ্যন্তরীণবিষয়ক তোমাদের,অভ্যন্তর তুমি
তোমাদের উদরাময়ের,তুমি উদরাময়
উদরাময়ের শালিকরা,উদরাময় শালিক
শালিকরা বড়োমানুষের,শালিক বড়োমানুষ
বড়োমানুষের জ্ঞানাকর,বড়োমানুষ জ্ঞান
জ্ঞানাকর হাপরানো,জ্ঞান হাপরানো
হাপরানো দুর্বলের,হাপরানো দুর্বল
দুর্বলের আড়ংঘাটা,দুর্বল আড়ং
আড়ংঘাটা দেশবিখ্যাত,আড়ং দেশবিখ্যাত
দেশবিখ্যাত উদ্দামে,দেশবিখ্যাত উদ্দাম
উদ্দামে আসিতে,উদ্দাম আসা
আসিতে বাচ্চাই,আসা বাচ্চা
বাচ্চাই নদী,বাচ্চা নদী
নদী অনুতাপকারী,নদী অনুতাপ
অনুতাপকারী অকালবর্ষণ,অনুতাপ অকাল
অকালবর্ষণ ফাঁকে,অকাল ফাঁকি
ফাঁকে ভাঙতে,ফাঁকি ভাঙা
ভাঙতে স্বাস্থ্যকেন্দ্র,ভাঙা স্বাস্থ্যকেন্দ্র
স্বাস্থ্যকেন্দ্র কেরসিনই,স্বাস্থ্যকেন্দ্র কেরসিন
